192.168.64.72 - - [21/Jan/2016:21:03:44 -0500] "GET / HTTP/1.1" 200 211
192.168.64.72 - - [21/Jan/2016:21:03:45 -0500] "GET /host-client HTTP/1.1" 302 -
192.168.64.72 - - [21/Jan/2016:21:03:45 -0500] "GET /favicon.ico HTTP/1.1" 200 21630
192.168.64.72 - - [21/Jan/2016:21:03:46 -0500] "GET /host-client/ HTTP/1.1" 200 5393
192.168.64.72 - - [21/Jan/2016:21:03:46 -0500] "GET /host-client/history/history.css HTTP/1.1" 200 371
192.168.64.72 - - [21/Jan/2016:21:03:46 -0500] "GET /host-client/assets/jquery.scrollbars.js HTTP/1.1" 200 3994
192.168.64.72 - - [21/Jan/2016:21:03:46 -0500] "GET /host-client/assets/pull-menu/css/jPushMenu.css HTTP/1.1" 200 2471
192.168.64.72 - - [21/Jan/2016:21:03:46 -0500] "GET /host-client/assets/swfobject.js HTTP/1.1" 200 26351
192.168.64.72 - - [21/Jan/2016:21:03:46 -0500] "GET /host-client/history/history.js HTTP/1.1" 200 25328
192.168.64.72 - - [21/Jan/2016:21:03:46 -0500] "GET /host-client/assets/pull-menu/js/jPushMenu.js HTTP/1.1" 200 2902
192.168.64.72 - - [21/Jan/2016:21:03:46 -0500] "GET /host-client/ovf-ui/assets/scripts/ovfWizardInitializer.js HTTP/1.1" 200 4263
192.168.64.72 - - [21/Jan/2016:21:03:46 -0500] "GET /host-client/assets/getFlashPlayer.gif HTTP/1.1" 200 1720
192.168.64.72 - - [21/Jan/2016:21:03:46 -0500] "GET /host-client/assets/jquery.min.js HTTP/1.1" 200 94842
192.168.64.72 - - [21/Jan/2016:21:03:46 -0500] "GET /host-client/assets/ng-grid-2.0.7.min.js HTTP/1.1" 200 64025
192.168.64.72 - - [21/Jan/2016:21:03:47 -0500] "GET /host-client/assets/angular.min.js HTTP/1.1" 200 590539
192.168.64.72 - - [21/Jan/2016:21:03:48 -0500] "GET /host-client/UI.swf HTTP/1.1" 200 222500
192.168.64.72 - - [21/Jan/2016:21:03:48 -0500] "GET /host-client/rsl/framework-4.6.0.23201.swf HTTP/1.1" 200 247600
192.168.64.72 - - [21/Jan/2016:21:03:49 -0500] "GET /host-client/rsl/textLayout-4.6.0.23201.swf HTTP/1.1" 200 183715
192.168.64.72 - - [21/Jan/2016:21:03:49 -0500] "GET /host-client/rsl/mx-4.6.0.23201.swf HTTP/1.1" 200 245719
192.168.64.72 - - [21/Jan/2016:21:03:50 -0500] "GET /host-client/rsl/osmf-4.6.0.23201.swf HTTP/1.1" 200 138505
192.168.64.72 - - [21/Jan/2016:21:03:50 -0500] "GET /host-client/rsl/rpc-4.6.0.23201.swf HTTP/1.1" 200 103713
192.168.64.72 - - [21/Jan/2016:21:03:50 -0500] "GET /host-client/rsl/advancedgrids-4.6.0.23201.swf HTTP/1.1" 200 118964
192.168.64.72 - - [21/Jan/2016:21:03:50 -0500] "GET /host-client/rsl/charts-4.6.0.23201.swf HTTP/1.1" 200 110398
192.168.64.72 - - [21/Jan/2016:21:03:51 -0500] "GET /host-client/rsl/spark-4.6.0.23201.swf HTTP/1.1" 200 339314
192.168.64.72 - - [21/Jan/2016:21:03:51 -0500] "GET /host-client/rsl/spark_dmv-4.6.0.23201.swf HTTP/1.1" 200 4315
192.168.64.72 - - [21/Jan/2016:21:03:51 -0500] "GET /host-client/rsl/sparkskins-4.6.0.23201.swf HTTP/1.1" 200 33374
192.168.64.72 - - [21/Jan/2016:21:03:51 -0500] "GET /host-client/rsl/flex-common-lib-6.0.0.swf HTTP/1.1" 200 4222
192.168.64.72 - - [21/Jan/2016:21:03:51 -0500] "GET /host-client/rsl/flex-util-6.0.0.swf HTTP/1.1" 200 149103
192.168.64.72 - - [21/Jan/2016:21:03:52 -0500] "GET /host-client/rsl/flex-model-core-6.0.0.swf HTTP/1.1" 200 34693
192.168.64.72 - - [21/Jan/2016:21:03:52 -0500] "GET /host-client/rsl/flex-widgets-6.0.0.swf HTTP/1.1" 200 473762
192.168.64.72 - - [21/Jan/2016:21:03:52 -0500] "GET /host-client/rsl/charts-toolkit-6.0.0.swf HTTP/1.1" 200 54375
192.168.64.72 - - [21/Jan/2016:21:03:53 -0500] "GET /host-client/rsl/frinje-6.0.0.swf HTTP/1.1" 200 44914
192.168.64.72 - - [21/Jan/2016:21:03:53 -0500] "GET /host-client/rsl/portal-framework-client-6.0.0.swf HTTP/1.1" 200 37390
192.168.64.72 - - [21/Jan/2016:21:03:53 -0500] "GET /host-client/rsl/extension-framework-client-6.0.0.swf HTTP/1.1" 200 30802
192.168.64.72 - - [21/Jan/2016:21:03:53 -0500] "GET /host-client/rsl/data-services-lib-6.0.0.swf HTTP/1.1" 200 81582
